year,term,college,subject,subject_name,number,name,description,credit_hours,gen_ed,gen_ed_name,crn,section,section_info,section_notes,section_attributes,section_capp_area,section_co_request,section_special_approval,part_of_term,start_date,end_date,meeting,type,type_name,start_time,end_time,days,room,building,instructor
2019,Winter,KT,MACS,Media and Cinema Studies,356,Sex & Gender in Popular Media,"Examines the notion that the mass media influence our development as gendered individuals, looking at those who argue for and against this notion. Considers different forms of feminist theory applied to the study of mass media, the history and scholarly criticisms of the media and their portrayal of women, and feminist attempts to create alternatives to mainstream media images. Throughout, the course considers representation of minorities in the dominant media and examines newly created alternative representations. Same as GWS 356.",3 hours.,1WCC,Cultural Studies - Western,10011,A  ,,,Cultural Studies - Western course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Robinson, J"
2019,Winter,KR,MUS,Music,130,Introd to the Art of Music,"Provides non-music majors with basic listening skills, the ability to discuss music intelligently, and an acquaintance with many types of music. Prerequisite: For non-music majors only.",3 hours.,1WCC,Cultural Studies - Western,10031,A  ,"Provides non-music majors with basic listening skills, the ability to discuss music intelligently, and an acquaintance with many types of music. NOTE:  This course will be run completely online through Compass.   **More sections may be added depending on demand for this course.",,"Humanities - Lit & Arts, and Cultural Studies - Western course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Magee, G"
2019,Winter,KR,MUS,Music,130,Introd to the Art of Music,"Provides non-music majors with basic listening skills, the ability to discuss music intelligently, and an acquaintance with many types of music. Prerequisite: For non-music majors only.",3 hours.,1LA,Humanities – Lit & Arts,10031,A  ,"Provides non-music majors with basic listening skills, the ability to discuss music intelligently, and an acquaintance with many types of music. NOTE:  This course will be run completely online through Compass.   **More sections may be added depending on demand for this course.",,"Humanities - Lit & Arts, and Cultural Studies - Western course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Magee, G"
2019,Winter,KR,MUS,Music,132,Popular Music Studies,"Courses within this rubric provide an analytical and historical introduction to genres of popular music from the United States and around the world. Iterations of the course may focus on a specific genre, such as Rock, Reggae, or Afropop, or may deal with broader subjects, such as the continua of styles including R&B, Soul, Funk, and Hip Hop, or the pan-generic, international phenomenon of pop music globalization in the twentieth century.",3 hours.,1US,Cultural Studies - US Minority,10055,A  ,"TOPIC: History of Rock  This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. In the course of an 8-week summer term you will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,"Humanities - Lit & Arts, and Cultural Studies - US Minority course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Solis, G"
2019,Winter,KR,MUS,Music,132,Popular Music Studies,"Courses within this rubric provide an analytical and historical introduction to genres of popular music from the United States and around the world. Iterations of the course may focus on a specific genre, such as Rock, Reggae, or Afropop, or may deal with broader subjects, such as the continua of styles including R&B, Soul, Funk, and Hip Hop, or the pan-generic, international phenomenon of pop music globalization in the twentieth century.",3 hours.,1LA,Humanities – Lit & Arts,10055,A  ,"TOPIC: History of Rock  This course is intended to develop your understanding of the history and aesthetics of Rock music, from the 1940s to the present, focusing on critical listening and critical making. In the course of an 8-week summer term you will have the opportunity to get to know the basic forms of rock songwriting, develop knowledge of the ways musicians and sound engineers collaborate to create recordings, learn the general history of rock music and its importance to musicians, and read and write rock criticism.",,"Humanities - Lit & Arts, and Cultural Studies - US Minority course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Solis, G"
2019,Winter,KV,PS,Political Science,224,Politics of the National Parks,"Examines the politics of national parks in the United States, including creation of parks, local support or opposition to parks, and park policy as well as policy questions such as the value of wilderness ecosystem management, endangered species protection, and role of parks in national identity and remembrance of events such as the Civil War, the Indian wars, or the civil rights movement. Same as RST 224. Additional fees may apply. See Class Schedule. May be repeated in separate terms to a maximum of 10 hours.",2 OR 3 hours.,1SS,Social & Beh Sci - Soc Sci,10029,A  ,,,Social & Beh Sci - Soc Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Uhall, M"
2019,Winter,KV,PSYC,Psychology,100,Intro Psych,"Study of human behavior with special reference to perception, learning, memory, thinking, emotional life, and individual differences in intelligence, aptitude, and personality; emphasis on the scientific nature of psychological investigations; and discussion of research methods and the relation of their results to daily life and everyday problems. Lectures, discussions, and six hours of participation as a subject in psychological experiments. Credit is not given for both PSYC 100 and either PSYC 103 or PSYC 105.",4 hours.,1BSC,Social & Beh Sci - Beh Sci,10034,A  ,"This section has one or more proctored exams, which may carry additional fees.  For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru",,Social & Beh Sci - Beh Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Hanna, A"
2019,Winter,KV,PSYC,Psychology,100,Intro Psych,"Study of human behavior with special reference to perception, learning, memory, thinking, emotional life, and individual differences in intelligence, aptitude, and personality; emphasis on the scientific nature of psychological investigations; and discussion of research methods and the relation of their results to daily life and everyday problems. Lectures, discussions, and six hours of participation as a subject in psychological experiments. Credit is not given for both PSYC 100 and either PSYC 103 or PSYC 105.",4 hours.,1BSC,Social & Beh Sci - Beh Sci,10034,A  ,"This section has one or more proctored exams, which may carry additional fees.  For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru",,Social & Beh Sci - Beh Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Morales, N"
2019,Winter,KV,PSYC,Psychology,100,Intro Psych,"Study of human behavior with special reference to perception, learning, memory, thinking, emotional life, and individual differences in intelligence, aptitude, and personality; emphasis on the scientific nature of psychological investigations; and discussion of research methods and the relation of their results to daily life and everyday problems. Lectures, discussions, and six hours of participation as a subject in psychological experiments. Credit is not given for both PSYC 100 and either PSYC 103 or PSYC 105.",4 hours.,1BSC,Social & Beh Sci - Beh Sci,10034,A  ,"This section has one or more proctored exams, which may carry additional fees.  For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru",,Social & Beh Sci - Beh Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Shenouda, C"
2019,Winter,KV,PSYC,Psychology,100,Intro Psych,"Study of human behavior with special reference to perception, learning, memory, thinking, emotional life, and individual differences in intelligence, aptitude, and personality; emphasis on the scientific nature of psychological investigations; and discussion of research methods and the relation of their results to daily life and everyday problems. Lectures, discussions, and six hours of participation as a subject in psychological experiments. Credit is not given for both PSYC 100 and either PSYC 103 or PSYC 105.",4 hours.,1BSC,Social & Beh Sci - Beh Sci,10034,A  ,"This section has one or more proctored exams, which may carry additional fees.  For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru",,Social & Beh Sci - Beh Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Siler, J"
2019,Winter,KV,PSYC,Psychology,201,Intro to Social Psych,"Systematic study of social factors in individual and group behavior; attention to social perception, motivation, and learning; attitudes, norms, and social influence processes; the development and dynamics of groups; and the effects of social and cultural factors on the individual. Prerequisite: PSYC 100 or PSYC 103.",3 hours.,1BSC,Social & Beh Sci - Beh Sci,10059,A  ,"This section has one or more proctored exams, which may carry additional fees.  For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru",,Social & Beh Sci - Beh Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Lozano, E"
2019,Winter,KV,PSYC,Psychology,201,Intro to Social Psych,"Systematic study of social factors in individual and group behavior; attention to social perception, motivation, and learning; attitudes, norms, and social influence processes; the development and dynamics of groups; and the effects of social and cultural factors on the individual. Prerequisite: PSYC 100 or PSYC 103.",3 hours.,1BSC,Social & Beh Sci - Beh Sci,10059,A  ,"This section has one or more proctored exams, which may carry additional fees.  For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru",,Social & Beh Sci - Beh Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Shenouda, C"
2019,Winter,KV,PSYC,Psychology,201,Intro to Social Psych,"Systematic study of social factors in individual and group behavior; attention to social perception, motivation, and learning; attitudes, norms, and social influence processes; the development and dynamics of groups; and the effects of social and cultural factors on the individual. Prerequisite: PSYC 100 or PSYC 103.",3 hours.,1BSC,Social & Beh Sci - Beh Sci,10059,A  ,"This section has one or more proctored exams, which may carry additional fees.  For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru",,Social & Beh Sci - Beh Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Spielmann, J"
2019,Winter,KV,PSYC,Psychology,201,Intro to Social Psych,"Systematic study of social factors in individual and group behavior; attention to social perception, motivation, and learning; attitudes, norms, and social influence processes; the development and dynamics of groups; and the effects of social and cultural factors on the individual. Prerequisite: PSYC 100 or PSYC 103.",3 hours.,1BSC,Social & Beh Sci - Beh Sci,10059,A  ,"This section has one or more proctored exams, which may carry additional fees.  For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru",,Social & Beh Sci - Beh Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Vogt, R"
2019,Winter,KV,PSYC,Psychology,204,Intro to Brain and Cognition,"Introduction to the interdisciplinary field of cognitive neuroscience, which is concerned with how the cognitive systems supporting a broad range of capacities including memory, attention, and social and emotional processing, arise from the functioning of specific brain modules and brain mechanisms. Emphasizes how functional brain imaging and other cognitive neuroscience methods can be brought to bear on answering these questions. Prerequisite: PSYC 100 or PSYC 103 or PSYC 105.",3 hours.,,Social & Beh Sci - Beh Sci,10060,A  ,"This section has one or more proctored exams, which may carry additional fees.  For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru",,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Bogdan, P"
2019,Winter,KV,PSYC,Psychology,204,Intro to Brain and Cognition,"Introduction to the interdisciplinary field of cognitive neuroscience, which is concerned with how the cognitive systems supporting a broad range of capacities including memory, attention, and social and emotional processing, arise from the functioning of specific brain modules and brain mechanisms. Emphasizes how functional brain imaging and other cognitive neuroscience methods can be brought to bear on answering these questions. Prerequisite: PSYC 100 or PSYC 103 or PSYC 105.",3 hours.,,Social & Beh Sci - Beh Sci,10060,A  ,"This section has one or more proctored exams, which may carry additional fees.  For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru",,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Dolcos, S"
2019,Winter,KV,PSYC,Psychology,230,Perception & Sensory Processes,Survey of the experimental psychology of sensory and perceptual processes and behavior; emphasis on the contribution of behavior science to understanding subjective experience of the physical and social environment.,3 hours.,1BSC,Social & Beh Sci - Beh Sci,10061,A  ,"This section has one or more proctored exams, which may carry additional fees.  For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru",,Social & Beh Sci - Beh Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Ballew, K"
2019,Winter,KV,PSYC,Psychology,230,Perception & Sensory Processes,Survey of the experimental psychology of sensory and perceptual processes and behavior; emphasis on the contribution of behavior science to understanding subjective experience of the physical and social environment.,3 hours.,1BSC,Social & Beh Sci - Beh Sci,10061,A  ,"This section has one or more proctored exams, which may carry additional fees.  For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru",,Social & Beh Sci - Beh Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Lleras Buetti, S"
2019,Winter,KV,PSYC,Psychology,230,Perception & Sensory Processes,Survey of the experimental psychology of sensory and perceptual processes and behavior; emphasis on the contribution of behavior science to understanding subjective experience of the physical and social environment.,3 hours.,1BSC,Social & Beh Sci - Beh Sci,10061,A  ,"This section has one or more proctored exams, which may carry additional fees.  For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru",,Social & Beh Sci - Beh Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Ng, J"
2019,Winter,KY,RST,"Recreation, Sport and Tourism",100,"Recreation, Sport, and Tourism in Modern Society","This course examines central issues in defining leisure, recreation, sport, and tourism. Historical, philosophical, sociological, psychological, and economic approaches to understanding these areas, their behaviors and meanings, social contexts, and personal and social resources are examined. By the end of the semester, students should understand their history and evolution, as well as their impact on contemporary society.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10041,ONL,,,Social & Beh Sci - Soc Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Shinew, K"
2019,Winter,KV,SOC,Sociology,100,Introduction to Sociology,"Sociology offers a unique lens through which we can examine the world around us. In this course you will develop a perspective that will allow you to analyze the social world in a way that reveals the hidden and/or overlooked social forces that shape our lives. This approach, the sociological imagination, will enable you to explore how social forces influence the ways we view and navigate our social world. We will discuss how sociologists use theory and research to better understand important social issues such as inequalities of race, class, gender, sexualities and how social order and social change are possible. We will discuss how society affects individuals and in turn how individuals can affect society.",4 hours.,1SS,Social & Beh Sci - Soc Sci,10018,ONL,"Seats will be opened up gradually during early registration to allow opportunity for all level of students.  Students should periodically check the Course Explorer or Student Self-Service for open seats.  More detailed information about this course is available at: faculty.las.illinois.edu/djs (follow the link)  The Winter Term is very compressed: Students are expected to do four months of work in just one month. You should only take this course if you can devote four times as much time to this class every day as you would spend on an average day in a sixteen-week semester course. There are holidays during the Winter Term (Christmas Day and New Year's Day), but otherwise expect to spend some time online every day of Winter Term, and to be working every day (reading, thinking, &tc.) offline as well.  http://courses.atlas.illinois.edu/winter2017-2018/SOC/SOC100ONL/",,Social & Beh Sci - Soc Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Steward, D"
2019,Winter,KV,SOC,Sociology,130,Intro Gender & Women's Studies,Same as GWS 100 and HDFS 140. See GWS 100.,3 hours.,1SS,Social & Beh Sci - Soc Sci,10044,AA ,Meet w/GWS 100 (CRN 10042) and HDFS 140 (CRN 10043),,Social & Beh Sci - Soc Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Cole, C"
2019,Winter,KV,SPAN,Spanish and Portuguese,130,Intermediate Spanish,"Continued development of reading, writing and conversational skills. This is considered a third level course for purposes of fulfilling the University General Education Language requirement. Credit is not given for both SPAN 130 and SPAN 103. Prerequisite: SPAN 122 or equivalent placement score.",4 hours.,,Social & Beh Sci - Soc Sci,10039,A  ,"""This course requires several videochat sessions in small groups arranged according to students' schedules.""",,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Abbott, A"
2019,Winter,KV,SPAN,Spanish and Portuguese,142,Spanish in the Professions,"Introduction to Spanish in business, law, medical, education & social service fields, with a focus on the importance of bilingualism in the U.S., strategies for lifelong learning, and culture considerations. The development of functional use of Spanish within the professional context is the major focus of the course. This is considered a fourth level course for purposes of fulfilling the University General Education Language requirement. Credit is not given for both SPAN 141 and SPAN 142. Prerequisite: SPAN 130 (formerly numbered 103), equivalent course, or placement score.",4 hours.,,Social & Beh Sci - Soc Sci,10040,A  ,"""This course requires several videochat sessions in small groups arranged according to students' schedules.""",,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Henshaw, F"
